place_id,name,latitude,longitude,categories,address_line1,address_line2,city,state,postcode,country,formatted_address,website,phone,distance_meters
51e5b974826c0f54c0591a69e3e59f0c4240f00103f901878bdb5d0200000092031850696e6b205268696e6f20426561757479205061726c6f72,Pink Rhino Beauty Parlor,36.0986297,-80.2409979,"commercial, commercial.health_and_beauty, service, service.beauty, service.beauty.spa",Pink Rhino Beauty Parlor,"344 North Patterson Avenue, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Pink Rhino Beauty Parlor, 344 North Patterson Avenue, Winston-Salem, NC 27101, United States of America",,,321.0
51a52089a8d30f54c0599401c3aa8b0c4240f00103f9014b588cb20200000092030d43616d696e6f2042616b657279,Camino Bakery,36.0980123,-80.2472936,"commercial, commercial.food_and_drink, commercial.food_and_drink.bakery, internet_access, wheelchair, wheelchair.yes",Camino Bakery,"310 West 4th Street, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Camino Bakery, 310 West 4th Street, Winston-Salem, NC 27101, United States of America",https://www.caminobakery.com,,349.0
51e68340db950f54c059d775f7020e0c4240f00102f90147baf03c0000000092032153616c656d2046756e6572616c2026204372656d6174696f6e2053657276696365,Salem Funeral & Cremation Service,36.094177599999995,-80.24352151203458,"building, building.commercial, commercial, service, service.funeral_directors",Salem Funeral & Cremation Service,"South Main Street, Winston-Salem, NC 27102, United States of America",Winston-Salem,North Carolina,27102,United States,"Salem Funeral & Cremation Service, South Main Street, Winston-Salem, NC 27102, United States of America",,,611.0
51029f1f46081054c059fabe1f25760c4240f00103f901e8972d6302000000920309426f6f6b6d61726b73,Bookmarks,36.0973555,-80.250505,"commercial, commercial.books",Bookmarks,"634 West 4th Street, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Bookmarks, 634 West 4th Street, Winston-Salem, NC 27101, United States of America",https://www.bookmarksnc.org/,,634.0
51abb8cc44ec0f54c0592a42d1996a0d4240f00103f901fec45dfb010000009203114a61636b736f6e204175746f20576f7278,Jackson Auto Worx,36.1048157,-80.2487957,"commercial, service, service.vehicle, service.vehicle.repair, service.vehicle.repair.car",Jackson Auto Worx,"811 Cherry Street North, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Jackson Auto Worx, 811 Cherry Street North, Winston-Salem, NC 27101, United States of America",https://www.jacksonautoworx.com/,,685.0
516b9ad255950f54c059783ebdc0ac0b4240f00103f9016b061def0200000092030c536179736f20436f66666565,Sayso Coffee,36.0912095,-80.2434897,"commercial, commercial.food_and_drink, commercial.food_and_drink.coffee_and_tea, internet_access",Sayso Coffee,"15 Brookstown Avenue, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Sayso Coffee, 15 Brookstown Avenue, Winston-Salem, NC 27101, United States of America",https://www.saysocoffeews.com/,,966.0
5130c7e182221054c059d47b7326ed0b4240f00102f90191962d42000000009203055368656c6c,Shell,36.09317475,-80.2521064,"building, building.commercial, commercial, commercial.convenience",Shell,"Shallowford Street, Winston-Salem, NC 27102, United States of America",Winston-Salem,North Carolina,27102,United States,"Shell, Shallowford Street, Winston-Salem, NC 27102, United States of America",,,1024.0
5150526001cc0f54c05975d91f85a10b4240f00103f901b1be897f0000000092031a43616d696e6f2042616b657279202d2042726f6f6b73746f776e,Camino Bakery - Brookstown,36.0908667,-80.2468265,"commercial, commercial.food_and_drink, commercial.food_and_drink.bakery, internet_access",Camino Bakery - Brookstown,"300 Marshall Street South, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Camino Bakery - Brookstown, 300 Marshall Street South, Winston-Salem, NC 27101, United States of America",https://caminobakery.com,,1030.0
51f5914a67161054c059c547403dc70d4240f00103f90117855efb01000000920312526f6d656f20616e64204a756c6965742773,Romeo and Juliet's,36.1076428,-80.2513674,"commercial, commercial.erotic",Romeo and Juliet's,"Cherry Street North, Winston-Salem, NC 27102, United States of America",Winston-Salem,North Carolina,27102,United States,"Romeo and Juliet's, Cherry Street North, Winston-Salem, NC 27102, United States of America",,,1075.0
51138b455a301054c059d4356a2ce10b4240f00102f9016f6e3a3d0000000092031042656520536166652053746f72616765,Bee Safe Storage,36.09280925,-80.25295120993934,"building, building.commercial, commercial, rental, rental.storage",Bee Safe Storage,"110 South Broad Street, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Bee Safe Storage, 110 South Broad Street, Winston-Salem, NC 27101, United States of America",,,1082.0
513fefd7ae1a1054c059a91f459fea0d4240f00103f90122855efb010000009203094142432053746f7265,ABC Store,36.1087226,-80.2516286,"commercial, commercial.food_and_drink, commercial.food_and_drink.drinks",ABC Store,"West Northwest Boulevard, Winston-Salem, NC 27102, United States of America",Winston-Salem,North Carolina,27102,United States,"ABC Store, West Northwest Boulevard, Winston-Salem, NC 27102, United States of America",,,1186.0
51a1ab634bc50f54c05994ee31a42f0e4240f00103f90139855efb010000009203124e6f7274687765737420446973636f756e74,Northwest Discount,36.1108289,-80.2464169,"commercial, commercial.convenience",Northwest Discount,"Trade Street, Winston-Salem, NC 27105, United States of America",Winston-Salem,North Carolina,27105,United States,"Northwest Discount, Trade Street, Winston-Salem, NC 27105, United States of America",,,1229.0
5132a9a292fa0f54c0598e0909641b0e4240f00102f9011cb3a0360000000092031543686f702053686f70204261726265722053686f70,Chop Shop Barber Shop,36.1102109,-80.24966874966483,"building, building.commercial, commercial, service, service.beauty, service.beauty.hairdresser",Chop Shop Barber Shop,"Underwood Avenue, Winston-Salem, NC 27105, United States of America",Winston-Salem,North Carolina,27105,United States,"Chop Shop Barber Shop, Underwood Avenue, Winston-Salem, NC 27105, United States of America",,,1236.0
5164d77596421054c0592a69cf78c70b4240f00102f901ab509d400000000092031d57696e73746f6e2d53616c656d204461736820426f78204f6666696365,Winston-Salem Dash Box Office,36.0920249,-80.25406419284772,"building, building.commercial, commercial, commercial.tickets_and_lottery",Winston-Salem Dash Box Office,"Ballpark Way, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Winston-Salem Dash Box Office, Ballpark Way, Winston-Salem, NC 27157, United States of America",,,1241.0
51ae021f55431054c059bf2345c1c20b4240f00102f901aa509d400000000092031048616e6573205465616d2053746f7265,Hanes Team Store,36.091880950000004,-80.25410964992872,"building, building.commercial, commercial, commercial.gift_and_souvenir",Hanes Team Store,"Ballpark Way, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Hanes Team Store, Ballpark Way, Winston-Salem, NC 27157, United States of America",,,1251.0
51b796c970bc0e54c059f5335884070d4240f00103f90116355ffb0100000092030d436f6d7061726520466f6f6473,Compare Foods,36.1017919,-80.2302515,"commercial, commercial.supermarket",Compare Foods,"North Cleveland Avenue, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Compare Foods, North Cleveland Avenue, Winston-Salem, NC 27101, United States of America",,,1273.0
51a15dcf21ba0e54c059b53222090c0d4240f00103f90118355ffb010000009203094142432053746f7265,ABC Store,36.1019298,-80.2301106,"commercial, commercial.food_and_drink, commercial.food_and_drink.drinks",ABC Store,"North Cleveland Avenue, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"ABC Store, North Cleveland Avenue, Winston-Salem, NC 27101, United States of America",,,1289.0
519a41d719ba0e54c059d6d67f44130d4240f00103f90117355ffb0100000092030d46616d696c7920446f6c6c6172,Family Dollar,36.1021505,-80.2301087,"commercial, commercial.discount_store",Family Dollar,"North Cleveland Avenue, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Family Dollar, North Cleveland Avenue, Winston-Salem, NC 27101, United States of America",,,1293.0
51378c82e0710f54c05980f3e8a3420e4240f00103f9013f855efb0100000092030d46616d696c7920446f6c6c6172,Family Dollar,36.1114087,-80.2413255,"commercial, commercial.discount_store",Family Dollar,"East 13th Street, Winston-Salem, NC 27105, United States of America",Winston-Salem,North Carolina,27105,United States,"Family Dollar, East 13th Street, Winston-Salem, NC 27105, United States of America",,,1303.0
516575615a8a1054c059da0525732c0d4240f00103f90176b841440200000092030c466964646c65202620466967,Fiddle & Fig,36.102919,-80.2584444,"commercial, commercial.houseware_and_hardware",Fiddle & Fig,"West End Boulevard Northwest, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Fiddle & Fig, West End Boulevard Northwest, Winston-Salem, NC 27101, United States of America",https://www.fiddle-fig.com/s/shop,,1326.0
51a912656fa90e54c05975ed62f7d30c4240f00103f9011c355ffb01000000,,36.1002187,-80.2290915,"commercial, service, service.vehicle, service.vehicle.repair, service.vehicle.repair.car",East 5th Street,"Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"East 5th Street, Winston-Salem, NC 27101, United States of America",,,1361.0
51c6c61748ab0e54c059037c2b6ffd0c4240f00103f9011b355ffb0100000092030c426f6f7374204d6f62696c65,Boost Mobile,36.1014842,-80.2292042,"commercial, commercial.elektronics",Boost Mobile,"North Martin Luther King Jr Drive, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Boost Mobile, North Martin Luther King Jr Drive, Winston-Salem, NC 27101, United States of America",,,1362.0
51a7514832ab0e54c0594b7eddebff0c4240f00103f9011a355ffb0100000092030c42656175747920506c617a61,Beauty Plaza,36.1015601,-80.229199,"commercial, commercial.health_and_beauty, service, service.beauty, service.beauty.spa",Beauty Plaza,"North Martin Luther King Jr Drive, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Beauty Plaza, North Martin Luther King Jr Drive, Winston-Salem, NC 27101, United States of America",,,1363.0
51eab7654ca80e54c059cee2bad05c0c4240f00102f901486a2c1d0000000092030f466f727379746820536561666f6f64,Forsyth Seafood,36.0965825,-80.22902212079467,"building, building.commercial, commercial, commercial.food_and_drink, commercial.food_and_drink.seafood",Forsyth Seafood,"108 North Martin Luther King Jr Drive, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Forsyth Seafood, 108 North Martin Luther King Jr Drive, Winston-Salem, NC 27101, United States of America",https://www.forsythseafood.com/,,1404.0
518dbd7218a70e54c0598c3d92944f0c4240f00103f90122355ffb01000000,,36.0961786,-80.2289487,"commercial, commercial.convenience",East 1st Street,"Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"East 1st Street, Winston-Salem, NC 27101, United States of America",,,1434.0
5129931ada800f54c0595a6894e6200b4240f00102f9016c53060a00000000920313426f6f6b20616e6420476966742053746f7265,Book and Gift Store,36.086941550000006,-80.24223950000001,"building, building.commercial, commercial, commercial.discount_store",Book and Gift Store,"612 South Main Street, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Book and Gift Store, 612 South Main Street, Winston-Salem, NC 27101, United States of America",,,1444.0
517486f3ba8f1054c0593d797480160c4240f00103f90169061def02000000920316536d6f6b652052696e677320536d6f6b652053686f70,Smoke Rings Smoke Shop,36.0944367,-80.2587726,"commercial, commercial.smoking",Smoke Rings Smoke Shop,"1106 Burke Street Northwest, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Smoke Rings Smoke Shop, 1106 Burke Street Northwest, Winston-Salem, NC 27101, United States of America",,,1446.0
51be6eccf17e0f54c059d2ca7b9e1a0b4240f00102f901a753060a00000000920311542e204261676765204d65726368616e74,T. Bagge Merchant,36.086749850000004,-80.24212307895777,"building, building.commercial, commercial, commercial.discount_store",T. Bagge Merchant,"626 South Main Street, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"T. Bagge Merchant, 626 South Main Street, Winston-Salem, NC 27101, United States of America",https://www.oldsalem.org/,,1462.0
5180d7cfb7910e54c059fcbb6eb80f0d4240f00102f9011375500f0000000092030c43565320506861726d616379,CVS Pharmacy,36.10204225,-80.22764392182398,"building, building.commercial, commercial, commercial.chemist",CVS Pharmacy,"589 North Martin Luther King Jr Drive, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"CVS Pharmacy, 589 North Martin Luther King Jr Drive, Winston-Salem, NC 27101, United States of America",https://www.cvs.com/store-locator/winston-salem-nc-pharmacies/589-n-martin-luther-king-jr-dr-winston-salem-nc-27101/storeid=5595,,1486.0
5109f2fd1e860e54c05982002d04390d4240f00103f901f8045ffb01000000920310437269636b657420576972656c657373,Cricket Wireless,36.1033025,-80.2269361,"commercial, commercial.elektronics",Cricket Wireless,"Mount Zion Place, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Cricket Wireless, Mount Zion Place, Winston-Salem, NC 27101, United States of America",,,1600.0
5134272f32810e54c059d35474dc3a0d4240f00103f901f6045ffb0100000092030d497427732046617368696f6e21,It's Fashion!,36.1033588,-80.2266355,"commercial, commercial.clothing, commercial.clothing.clothes",It's Fashion!,"Mount Zion Place, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"It's Fashion!, Mount Zion Place, Winston-Salem, NC 27101, United States of America",https://stores.itsfashions.com/nc/winston-salem/1493-new-walkertown,,1628.0
51c7078728700e54c059175ccbc1220d4240f00103f901f7045ffb0100000092031041434520436173682045787072657373,ACE Cash Express,36.1026232,-80.2255956,"commercial, service, service.financial, service.financial.money_lender",ACE Cash Express,"New Walkertown Road Northeast, Winston-Salem, NC 27051, United States of America",Winston-Salem,North Carolina,27051,United States,"ACE Cash Express, New Walkertown Road Northeast, Winston-Salem, NC 27051, United States of America",,,1702.0
5169ddabfb6c0e54c0591c8521742b0d4240f00103f901f9045ffb01000000920309466f6f64204c696f6e,Food Lion,36.1028886,-80.2254018,"commercial, commercial.supermarket",Food Lion,"North Graham Avenue, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Food Lion, North Graham Avenue, Winston-Salem, NC 27101, United States of America",,,1725.0
516abbae04771054c059b0fd55ee050b4240f00103f9019a2498090100000092030c426f6f7374204d6f62696c65,Boost Mobile,36.0861185,-80.2572643,"commercial, commercial.elektronics",Boost Mobile,"Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Boost Mobile, Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",,,1929.0
514d0460f2751054c0595d151639fa0a4240f00103f9018eb85dfb010000009203085254472054697265,RTG Tire,36.0857612,-80.2571989,"commercial, commercial.vehicle",RTG Tire,"Bank Street West, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"RTG Tire, Bank Street West, Winston-Salem, NC 27101, United States of America",,,1957.0
51d6c5c8ed721054c0594e64040cdc0a4240f00103f90186b85dfb0100000092030f467269656e6473204c61756e647279,Friends Laundry,36.0848403,-80.2570147,"commercial, service, service.cleaning, service.cleaning.laundry",Friends Laundry,"West Academy Street, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Friends Laundry, West Academy Street, Winston-Salem, NC 27157, United States of America",,,2031.0
51dbe9bde7761054c059c57489ecde0a4240f00103f90187b85dfb01000000,,36.0849281,-80.2572574,"commercial, commercial.health_and_beauty, service, service.beauty, service.beauty.spa",Peters Creek Parkway,"Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",,,2035.0
519ba8a5b9950e54c059640bbf8c730e4240f00103f9017f945efb01000000920313486f6f7065722046756e6572616c20486f6d65,Hooper Funeral Home,36.1129013,-80.2278885,"commercial, service, service.funeral_directors",Hooper Funeral Home,"East 14th Street, Winston-Salem, NC 27105, United States of America",Winston-Salem,North Carolina,27105,United States,"Hooper Funeral Home, East 14th Street, Winston-Salem, NC 27105, United States of America",,,2059.0
51d526a9a76a1054c0598e80fa3db10a4240f00103f9018af114e10200000092030b47757275204d61726b6574,Guru Market,36.083534,-80.2565097,"commercial, commercial.supermarket, vegetarian",Guru Market,"635 Peters Creek Parkway, Winston-Salem, NC 27103, United States of America",Winston-Salem,North Carolina,27103,United States,"Guru Market, 635 Peters Creek Parkway, Winston-Salem, NC 27103, United States of America",https://gurunc.com/,,2128.0
5174b62517081154c05971fdb453ce0b4240f00103f9016d2598090100000092030f31737420537472656574204d617274,1st Street Mart,36.0922341,-80.2661188,"commercial, commercial.convenience",1st Street Mart,"West 1st Street, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"1st Street Mart, West 1st Street, Winston-Salem, NC 27157, United States of America",,,2149.0
510bc4a16d6b1054c059fdb5184fa90a4240f00103f9017eb85dfb0100000092030f4e415041204175746f205061727473,NAPA Auto Parts,36.0832919,-80.2565569,"commercial, commercial.vehicle",NAPA Auto Parts,"Crestwood Drive Southwest, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"NAPA Auto Parts, Crestwood Drive Southwest, Winston-Salem, NC 27101, United States of America",,,2153.0
51e7bc10bc6b1054c0595ee8d9649e0a4240f00103f9017fb85dfb0100000092030d52656e742d412d43656e746572,Rent-A-Center,36.0829588,-80.2565756,"commercial, commercial.furniture_and_interior",Rent-A-Center,"Crestwood Drive Southwest, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Rent-A-Center, Crestwood Drive Southwest, Winston-Salem, NC 27101, United States of America",,,2185.0
51fdfedeb76b1054c059057339cc970a4240f00103f9017db85dfb010000009203105368657277696e2d57696c6c69616d73,Sherwin-Williams,36.0827575,-80.2565746,"commercial, commercial.hobby, commercial.hobby.art, commercial.houseware_and_hardware, commercial.houseware_and_hardware.building_materials, commercial.houseware_and_hardware.building_materials.paint",Sherwin-Williams,"Crestwood Drive Southwest, Winston-Salem, NC 27101, United States of America",Winston-Salem,North Carolina,27101,United States,"Sherwin-Williams, Crestwood Drive Southwest, Winston-Salem, NC 27101, United States of America",,,2205.0
51bb01b04b1e1154c05904dba916c70d4240f00103f9019d61a2c3020000009203114d6f636b204f72616e67652042696b6573,Mock Orange Bikes,36.1076382,-80.2674741,"commercial, commercial.outdoor_and_sport, commercial.outdoor_and_sport.bicycle",Mock Orange Bikes,"1206 Reynolda Road, Winston-Salem, NC 27104, United States of America",Winston-Salem,North Carolina,27104,United States,"Mock Orange Bikes, 1206 Reynolda Road, Winston-Salem, NC 27104, United States of America",,,2265.0
5128afdf5d781054c059a85e79ed880a4240f00103f9017cb85dfb0100000092030a44656e7420576f726b73,Dent Works,36.0823037,-80.2573466,"commercial, service, service.vehicle, service.vehicle.repair, service.vehicle.repair.car",Dent Works,"Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Dent Works, Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",,,2283.0
51204e7166851054c059b5c0f1237e0a4240f00103f901ae1d98090100000092030f517569636b2043617368205061776e,Quick Cash Pawn,36.0819745,-80.2581421,commercial,Quick Cash Pawn,"Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Quick Cash Pawn, Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",,,2352.0
519e2d31e0761054c0591bf6dcb06d0a4240f00103f901c5395cfb01000000920305566f6c766f,Volvo,36.0814725,-80.2572556,"commercial, commercial.vehicle",Volvo,"Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Volvo, Peters Creek Parkway, Winston-Salem, NC 27157, United States of America",,,2359.0
51f72235481c1154c0591a2953ce720b4240f00103f901fcdd138f0200000092030d43616d696e6f2042616b657279,Camino Bakery,36.0894411,-80.2673512,"commercial, commercial.food_and_drink, commercial.food_and_drink.bakery",Camino Bakery,"1 Medical Center Boulevard, Winston-Salem, NC 27157, United States of America",Winston-Salem,North Carolina,27157,United States,"Camino Bakery, 1 Medical Center Boulevard, Winston-Salem, NC 27157, United States of America",,,2386.0
